amc_template_name,start_date,end_date,path,path_occurrences,impressions,total_cost,users_that_purchased,sales_amount,purchases,user_purchase_rate,ntb_users_that_purchased,ntb_sales_amount,ntb_purchases,ntb_user_percentage,ntb_purchases_percentage,insight1,insight2
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SP], [4, SB SOV], [5, SB]]",13,820,9.102319436928857,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SD], [4, DSP NTB], [5, SB], [6, DSP Conversão], [7, SB SOV], [8, SP]]",13,1602,13.126127941435609,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, DSP NTB], [4, DSP Awareness], [5, SP], [6, SD], [7, SB], [8, SB SOV]]",13,1848,18.86412713387594,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, SB SOV], [4, DSP Conversão], [5, SP], [6, SD], [7, SB], [8, DSP Awareness]]",13,572,4.406792298874242,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SB], [4, DSP NTB], [5, SP], [6, SD]]",13,532,9.042576807942526,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Awareness], [4, DSP NTB]]",12,603,8.340191102513753,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SP], [4, SB]]",12,273,2.0817144323389303,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Awareness], [4, SB], [5, DSP Conversão]]",12,448,5.832819151304482,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, SP], [4, SD]]",12,562,9.770759867926829,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, SP], [4, DSP Conversão], [5, DSP Awareness], [6, DSP NTB]]",12,1193,12.211826023394199,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SB], [4, SP], [5, DSP Conversão]]",12,1022,8.254562977299482,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Conversão], [4, SP]]",12,671,8.669565085225784,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, DSP NTB], [3, SB], [4, SP], [5, DSP Conversão], [6, DSP Awareness]]",12,578,11.417692355730296,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SP], [4, DSP Conversão]]",12,715,14.030406363655375,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, SP], [4, DSP Awareness]]",12,941,15.138912750038577,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP NTB], [4, SP], [5, DSP Conversão], [6, SD]]",12,1082,12.735892251497111,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, DSP Awareness], [4, DSP Conversão], [5, SP], [6, SB]]",12,937,8.51334366392301,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SD], [3, DSP Conversão], [4, SB], [5, DSP Awareness], [6, DSP NTB], [7, SP]]",12,1328,5.864660882030586,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP Conversão], [4, SP], [5, DSP NTB]]",12,1211,8.044193013640875,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, SB], [4, SB SOV], [5, DSP Conversão], [6, DSP Awareness], [7, SD], [8, SP]]",12,442,4.1466786214960045,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP Conversão], [4, DSP NTB]]",12,420,7.180816266341402,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, DSP Consideração], [4, DSP Awareness]]",12,429,8.188307710108864,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SB], [4, SP], [5, DSP Conversão]]",12,697,11.543753227599892,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, DSP Conversão], [4, DSP Awareness], [5, DSP NTB], [6, SD], [7, SP], [8, SB SOV]]",12,1796,35.70419298232125,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SB], [4, DSP Awareness]]",12,418,3.764013384185172,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP Awareness], [4, DSP NTB], [5, SP], [6, SD], [7, DSP Consideração]]",12,1233,6.042249636771615,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, SB SOV], [4, SP]]",12,492,6.6143872775242185,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SB SOV], [4, SB], [5, DSP Conversão], [6, DSP Consideração], [7, DSP NTB], [8, SD]]",12,1728,7.425013712987353,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, DSP Awareness], [4, SD], [5, DSP NTB], [6, DSP Consideração], [7, SP]]",12,525,2.319214604163001,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, DSP Awareness], [5, DSP Conversão], [6, SB SOV]]",12,594,4.887609534776915,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, SP], [4, DSP Conversão], [5, DSP Awareness], [6, SB]]",12,754,6.492017317690667,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SD], [4, SB], [5, SB SOV], [6, SP], [7, DSP Consideração], [8, DSP NTB]]",12,1592,15.318167182185263,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, DSP NTB], [4, SP], [5, SD], [6, DSP Awareness], [7, SB SOV], [8, SB]]",12,1255,22.61303795775305,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SP], [4, SB]]",12,857,16.595824587012736,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, DSP NTB], [4, SD]]",12,560,4.628853646606813,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Conversão], [4, DSP Awareness], [5, SP], [6, DSP NTB], [7, SB SOV]]",12,853,10.787103288118303,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, DSP Consideração], [4, SD], [5, DSP Conversão], [6, DSP NTB], [7, SB]]",11,1156,17.885995778363956,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, DSP Awareness], [4, SP]]",11,429,6.872398404678545,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SB SOV], [4, DSP Conversão], [5, SP]]",11,693,5.828721302564424,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Awareness], [4, DSP Consideração], [5, SP], [6, DSP Conversão], [7, SD]]",11,1396,6.7076623111189235,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SB], [4, SD], [5, SP]]",11,863,6.00950096789497,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, DSP Awareness]]",11,723,10.1590659866115,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, SP], [4, DSP Awareness], [5, SB], [6, SD], [7, SB SOV], [8, DSP Conversão]]",11,1595,23.129548731251734,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, SB]]",11,561,7.660250658873932,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, SB], [4, SP], [5, SB SOV], [6, DSP Awareness], [7, SD], [8, DSP Conversão]]",11,1214,15.9781023535989,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SD], [4, DSP Awareness], [5, DSP Conversão]]",11,357,3.733589342958403,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SP], [4, SB SOV]]",11,206,1.8475552741002772,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Awareness], [4, SB]]",11,647,4.309803789042908,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SB], [4, DSP Conversão], [5, SP]]",11,910,9.706530821473484,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, DSP Conversão], [4, SB], [5, SD], [6, DSP Awareness]]",11,1134,10.013958195431924,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SB], [4, DSP NTB]]",11,883,7.125226117535342,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Conversão], [4, SD], [5, DSP Awareness]]",11,234,1.7239337287458572,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SD], [4, SP], [5, SB]]",11,274,2.148607580699779,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SD], [4, SP]]",11,514,9.207934026236659,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, SB SOV], [4, SD], [5, SP], [6, DSP NTB]]",11,906,10.865769163049942,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, DSP NTB], [4, DSP Conversão], [5, SD], [6, SB], [7, DSP Awareness]]",11,997,12.104544375743602,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB SOV], [3, DSP Conversão], [4, DSP Consideração], [5, DSP Awareness], [6, SB], [7, DSP NTB], [8, SD]]",11,749,8.146745618948945,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Conversão], [4, DSP Awareness]]",11,587,5.915143372518506,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, DSP Consideração], [4, DSP Awareness], [5, SB], [6, DSP NTB], [7, SP], [8, SB SOV]]",11,1243,24.596293786757734,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP NTB], [4, SB SOV], [5, DSP Awareness], [6, DSP Consideração]]",11,334,1.497140466262149,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, SB], [4, DSP Consideração]]",11,820,6.329665890451443,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SB], [4, SP], [5, DSP Consideração], [6, DSP NTB], [7, SD], [8, SB SOV]]",11,752,14.30484642221903,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SB], [4, DSP Awareness], [5, SP]]",11,569,7.260091264412019,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, DSP NTB], [4, SP]]",11,857,3.601661803483528,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP Conversão], [4, DSP Awareness]]",11,704,10.011023918972498,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SD], [4, DSP NTB]]",11,307,4.039052731708097,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, DSP Consideração], [4, DSP Awareness], [5, DSP Conversão], [6, SP]]",11,395,6.078974897249534,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SD], [4, DSP NTB]]",11,864,8.729164844391658,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, DSP Consideração], [4, DSP NTB], [5, SP]]",11,256,1.7740064652279894,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, DSP Conversão], [4, SB]]",11,575,6.241277656381331,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB SOV], [3, SD], [4, DSP Awareness]]",11,811,14.33503875790817,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP NTB], [4, DSP Conversão], [5, DSP Consideração], [6, SB], [7, DSP Awareness]]",11,1466,27.227790269950237,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP Awareness], [4, DSP NTB], [5, SP], [6, SD]]",11,1086,6.686148401629932,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SD], [5, SP]]",11,956,9.735967456422982,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SP], [4, SB]]",11,475,6.704314974372708,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, SD], [4, SP], [5, DSP NTB], [6, DSP Conversão]]",11,324,3.909700157240831,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SP], [4, DSP Awareness], [5, DSP NTB], [6, SD], [7, SB]]",11,572,4.84084425359355,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, SD], [4, SB SOV]]",11,658,11.29575010091505,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Awareness], [4, DSP Conversão], [5, DSP NTB]]",11,1044,4.920859083202777,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SD], [4, SB SOV], [5, DSP NTB], [6, DSP Awareness], [7, SP], [8, DSP Consideração]]",11,1489,19.31588115760726,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SD], [4, SB]]",11,345,3.53525457075364,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SP], [4, SD]]",11,538,3.026861734693631,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, SB], [4, DSP Conversão], [5, DSP Awareness], [6, SB SOV], [7, DSP NTB], [8, SP]]",11,662,3.2359427892239068,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SD], [4, SP], [5, DSP NTB], [6, DSP Consideração], [7, DSP Awareness]]",10,790,13.550611450999815,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SP], [4, DSP Conversão], [5, SB]]",10,409,2.800350160050543,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Conversão], [4, SP], [5, DSP Awareness], [6, DSP NTB], [7, DSP Consideração]]",10,294,3.0471601367266805,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, DSP Awareness], [4, DSP NTB], [5, DSP Consideração], [6, SB], [7, SP]]",10,1098,14.665494625012448,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SD], [4, SB], [5, SP]]",10,294,1.9934377874273204,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SP], [4, SD], [5, DSP NTB]]",10,652,8.18686838245217,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, SP], [4, DSP Conversão], [5, SD], [6, DSP NTB]]",10,370,4.6456206797171316,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SP], [5, SD]]",10,851,9.62604929219268,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, DSP Awareness], [5, DSP Consideração], [6, SP]]",10,827,6.337143623305377,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB], [4, SB SOV], [5, DSP Awareness], [6, SB], [7, DSP Conversão], [8, DSP Consideração]]",10,1178,5.842897515735547,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP Consideração], [4, DSP Conversão], [5, DSP Awareness], [6, SB]]",10,973,7.6639438584424155,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SP], [4, SB], [5, DSP Conversão], [6, SD]]",10,385,5.748074898074118,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, DSP Awareness], [5, DSP Consideração], [6, SB]]",10,464,7.916677346924552,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP NTB], [4, SD], [5, SP], [6, DSP Conversão]]",10,816,3.8060875564129715,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, SP], [4, SD], [5, DSP Awareness]]",10,225,1.7674202769884275,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP NTB], [4, SB], [5, DSP Awareness]]",10,892,6.746696480270852,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, SP], [4, DSP NTB], [5, DSP Conversão]]",10,960,17.783244067512296,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Awareness], [4, DSP Conversão], [5, SB], [6, SD]]",10,992,7.300017076682447,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP Conversão], [4, SD], [5, SP]]",10,859,17.07861621789235,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP NTB], [4, SP], [5, DSP Awareness]]",10,469,7.428695632294813,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SD], [4, SB], [5, DSP Consideração], [6, SP]]",10,722,8.677273877131233,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SD], [4, SP], [5, SB], [6, DSP Conversão], [7, DSP NTB]]",10,1131,7.562204311806841,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, SB], [4, DSP NTB], [5, SP], [6, SB SOV], [7, DSP Consideração], [8, DSP Conversão]]",10,1464,21.175377294197432,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SD], [4, SP], [5, DSP Conversão], [6, SB]]",10,816,12.663122505848321,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Awareness], [4, SB], [5, SD]]",10,769,9.640185356767947,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, DSP NTB], [4, DSP Awareness], [5, SB], [6, SP]]",10,807,14.815807259286048,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB SOV], [3, SD], [4, DSP Awareness], [5, DSP Consideração], [6, SB], [7, SP]]",10,1329,11.418438642763066,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SP], [4, DSP Consideração], [5, SB]]",10,879,7.925594408518276,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, SB], [4, DSP Awareness], [5, DSP NTB], [6, SD], [7, DSP Conversão]]",10,750,4.0863073521862825,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Awareness], [4, SB], [5, SD], [6, DSP Conversão]]",10,437,8.685075958307863,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP NTB], [4, SB], [5, DSP Conversão]]",10,722,4.869927768718781,0,0.0000,0,0.0,0,0.0000,0,,,,
